timestamp,user,avg_X,avg_Y
1176538500000,142,338479.6687936846,108115.92338542677
1176538800000,142,338533.7864317265,107057.3212087867
1176539100000,142,338284.45884873683,107062.64027346122
1176539400000,142,337736.087731605,107259.1267631566
1176539700000,142,336334.72045609046,107359.04775973618
1176540000000,142,335819.7947167359,107373.8737499591
1176540300000,142,335049.61047892604,107464.00341549788
1176540600000,142,335245.92317316006,107563.3169583127
1176540900000,142,335353.008204519,107648.77231860574
1176553800000,128,341111.2624086733,110663.39032985736
1176555600000,128,340885.3921955759,112279.4232637619
1176555900000,128,339001.25795178936,117558.09353141698
1176556200000,128,338164.48183771333,118998.80913097001
1176556500000,128,338611.63353623974,121007.73080568094
1176556800000,128,340447.60303848184,121232.24347120828
1176557100000,128,340377.8933794252,121594.36035397594
1176557400000,128,340258.5855950137,121883.91313221026
1176590400000,142,335659.00630752585,109804.10064673358
1176590700000,142,334324.4579800985,110286.68662836881
1176591000000,142,332471.6463951373,110953.7326383186
1176591300000,142,331500.2687504456,112812.8941618272
1176591600000,142,333986.89082149125,113931.28567402627
1176591900000,142,334870.2255107619,114664.86331508069
1176592200000,142,334153.72376587795,117762.45632841313
1176592800000,142,327728.741430956,118172.13662632967
1176593100000,142,326438.12713865854,118702.93796365712
1176593400000,142,324307.8189105141,119197.34658234914
1176593700000,142,322536.09839918464,119831.30907343594
1176594000000,128,339969.8887689893,121946.58663631543
1176594000000,142,321945.4268689918,122157.14420895296
1176594300000,128,339848.8758525081,121902.72641525297
1176594300000,142,321717.0107184533,123238.30103417311
1176594600000,128,339616.16887364286,121833.16781113991
1176594900000,128,339567.12939095875,121801.10660729225
1176595200000,128,339567.43503306445,121787.20724146163
1176595500000,128,339609.237593284,121820.10240726234
1176595800000,128,339792.2258779569,121886.48842596482
1176596100000,128,340010.80006641103,121895.46785754258
1176596400000,128,340137.92188928515,121953.9996314282
1176597900000,111,348493.7896923365,106138.37456502095
1176598200000,111,348198.6388906275,106171.50138691379
1176598500000,111,347625.4306536897,106639.54598439437
1176598800000,111,345687.38392430195,106803.53643870982
1176599100000,111,344607.25322082074,107879.96510358802
1176599400000,111,344600.64277629985,109687.51445091837
1176599700000,111,344551.7468935528,111136.58651768975
1176600000000,111,343808.9735821837,113155.23774848306
1176600300000,111,342587.5407816651,115297.2458510234
1176600600000,111,341612.1112202017,116779.23484522809
1176600900000,111,340351.4456512351,118832.35650328087
1176601200000,111,339684.86645546247,119936.27502502491
1176601500000,111,338319.0866816767,122170.62382185532
1176601500000,128,340027.51433949935,121893.76904616423
1176601800000,111,337394.3609765611,123662.28317113726
1176601800000,128,339621.44229351834,121817.55419019128
1176602100000,111,337290.7228551747,123862.8458721634
1176602100000,128,338532.9307542723,121862.26381694747
1176602400000,111,337233.6257661122,123924.92970620313
1176602400000,128,337359.8994825982,123718.29246752303
1176602700000,111,336811.4158648218,124590.59350143925
1176602700000,128,336798.7798897616,124634.99652453564
1176603000000,111,335003.88088253874,126572.2955847329
1176603000000,128,335066.75869633583,126507.69662734887
1176603300000,111,334607.23043201194,127741.15049010748
1176603300000,128,334592.922594008,127760.81328750802
1176603600000,111,333803.5743036046,129448.44943732975
1176603600000,128,333711.76566838834,129589.16656508614
1176603900000,111,332801.4500738818,131312.1931693538
1176603900000,128,332935.71648653125,130956.28794260745
1176604200000,111,332187.6473153786,132970.23986400012
1176604200000,128,332294.99959257565,132701.71447592866
1176604500000,111,331307.3858046303,135068.91172950398
1176604500000,128,331574.5389934336,134395.68234029895
1176604800000,111,330722.47520097473,136501.87015917795
1176604800000,128,330885.75186053594,136108.29012715686
1176605100000,111,330879.9533011525,136911.04101424766
1176605100000,128,330807.9237556012,136883.24228258673
1176605400000,111,331402.1300319696,137330.91952892148
1176605400000,128,331400.1543621548,137306.2198410485
1176605700000,111,332350.9738011361,137859.75997928574
1176605700000,128,332253.2439811597,137841.6366503336
1176606000000,111,333740.0707180074,138280.19473601485
1176606000000,128,333688.4843548887,138150.82371559177
1176606300000,111,334074.44993037684,139849.0788407258
1176606300000,128,334112.8857769963,139900.04999552056
1176606600000,111,334407.76004753675,140690.3447710354
1176606600000,128,334426.5452571958,140783.7703123446
1176606900000,111,334696.45147842943,141253.829938778
1176606900000,128,334722.013876049,141294.6014118795
1176607200000,111,334754.5399554562,141203.44758254217
1176607200000,128,334724.14123429614,141128.27551474253
1176607500000,111,334416.05282071605,140289.67238536075
1176607500000,128,334367.5111853388,140275.78727528953
1176607800000,111,335551.0783294109,140055.69130335504
1176607800000,128,335562.50209475483,140067.90028166224
1176608100000,111,336685.69228201825,139393.74453549812
1176608100000,128,336845.7421883083,139316.3924586846
1176608400000,111,337679.3721698218,139172.86106623945
1176608400000,128,337709.0633179504,139225.50604989004
1176608700000,111,337749.08220899024,139604.52631235227
1176608700000,128,337753.7263313233,139627.13594743868
1176609000000,111,338037.90573058894,139717.95319513342
1176609000000,128,338047.4247508662,139696.9058869346
1176609300000,111,337746.1767732433,140367.48235903002
1176609300000,128,337785.93168288417,140308.36960635905
1176609600000,111,337702.83634391695,140720.27473879314
1176609600000,128,337644.9495983621,140773.19589285034
1176609900000,111,338129.09571174614,140587.9748385713
1176609900000,128,337998.66495537874,140466.38678416674
1176610200000,111,338316.1438170545,140745.8332197253
1176610200000,128,338166.98267326684,140739.57169168704
1176610500000,111,338046.84806818445,141001.56701572187
1176610500000,128,338331.38855801383,140729.49465145968
1176610800000,111,337706.17791169434,141157.53194010566
1176610800000,128,337982.4238904681,141004.1615640097
1176611100000,111,337317.8506486488,141569.983852502
1176611100000,128,337595.59823762614,141355.8669986564
1176611400000,111,336719.89530016185,141867.04191664376
1176611400000,128,337288.88610227493,141612.5213626739
1176611700000,111,336866.73783289274,141870.86424224384
1176611700000,128,336920.0125171865,141742.99007660474
1176612000000,111,337151.3963218386,141854.18500325
1176612000000,128,336716.57590574777,141911.5267007159
1176612300000,111,337368.4101498294,141979.21752076567
1176612300000,128,337227.91235200485,141854.30855316765
1176612600000,111,336790.1018019567,142178.06748076106
1176612600000,128,337374.67577814875,142004.18913958536
1176612900000,111,336496.9492395112,142404.59989014358
1176612900000,128,336846.10448597994,142134.02556864027
1176613200000,128,336518.9093260885,142379.58103164597
1176613500000,111,336941.95521285845,142166.06029750415
1176613500000,128,336615.2901441934,142273.43106000545
1176613800000,111,337098.5287052051,141767.08231071258
1176613800000,128,337015.29804689833,141957.50362259202
1176614100000,111,338042.7525843404,140762.4297579647
1176614100000,128,336875.64952281234,141782.8349253193
1176614400000,111,337916.38252570503,139873.82516263507
1176614700000,111,336895.8362524534,139289.08277878386
1176615000000,111,336465.4464289808,139534.84415832366
1176615300000,111,336472.16023649974,139554.30327048115
1176615300000,128,336492.76726964343,139591.3682460369
1176615600000,128,336472.5906651941,139567.27601192662
1176618900000,111,336378.503484817,139593.2214948092
1176618900000,128,336369.9135675914,139594.2804941116
1176619200000,111,335582.6174734884,140062.09343549403
1176619200000,128,335536.7089780028,140102.74135867908
1176619500000,111,334426.10525729426,140039.85445016448
1176619500000,128,334302.72600254504,139888.81467480515
1176619800000,111,333764.8729777219,138675.36915031844
1176619800000,128,333776.429547056,138350.26179556182
1176620100000,111,333670.71871972806,137502.4788865772
1176620100000,128,333658.1263526236,137444.7209253369
1176620400000,111,333996.50632506306,137075.1618377961
1176620400000,128,333687.96111937735,137039.97417919096
1176620700000,111,333124.72911505954,137017.82344380367
1176620700000,128,333155.90255089774,137043.76892668862
1176621000000,111,332243.7301368794,136983.8472162197
1176621300000,111,330617.4143389736,136882.65983297164
1176621300000,142,321905.0565881215,120811.162885357
1176621600000,111,330853.16107430926,135933.87882555043
1176621900000,111,331543.9805929705,134145.2878388187
1176621900000,142,330461.8384468743,120853.16985764714
1176622200000,111,332104.3850741142,132630.68938800142
1176622200000,142,332748.26545107213,120640.04624824596
1176622500000,111,332719.09868087206,131171.73674612652
1176622500000,142,333997.55614316167,118219.24003275421
1176622800000,111,333445.8617208829,129859.06935644383
1176622800000,142,334973.88746500143,116621.04461833496
1176623100000,111,334371.50304969266,128340.83544927493
1176623100000,142,336579.4346564355,114296.80335596764
1176623400000,111,334726.40931187465,126965.54071953893
1176623400000,142,338084.44685870816,110135.54706269238
1176623700000,111,335698.4296880062,125773.54536166893
1176623700000,142,338399.4428152909,108859.12909513288
1176624000000,111,336410.6106686408,125077.21802103736
1176624000000,142,338536.1343794524,107551.05556488757
1176624300000,111,336966.17265825183,124184.53897243795
1176624300000,142,338583.1763491588,107087.23793905084
1176624600000,111,337663.3331662332,123045.38666144009
1176624600000,142,338584.66075924045,107008.4748660111
1176624900000,111,338365.7240448638,121917.36232867537
1176624900000,128,338309.3904944974,123265.74676606746
1176624900000,142,338631.98941414984,106948.86203033525
1176625200000,111,339460.7269157583,120161.42460747085
1176625200000,128,339002.2128124042,123199.91230949915
1176625200000,142,338693.5783475308,106924.15204663796
1176625500000,111,340018.4081807922,119214.89793841759
1176625500000,128,339537.00428217225,122869.75724320977
1176625500000,142,338791.329774544,106852.49309391354
1176625800000,111,340792.7114600049,117956.0585623527
1176625800000,128,339895.4601001871,122070.13655481272
1176626100000,111,341614.8915336084,116666.42815373674
1176626400000,111,341975.1192645405,115492.40392046743
1176626700000,111,342074.7644642342,113904.03201553137
1176627000000,111,342153.8800748208,112571.27905872141
1176627300000,111,342195.8455032133,111219.056088284
1176627600000,111,341095.85133649386,110733.25219286098
1176627900000,111,340899.14653613523,110854.89270352581
1176633600000,111,340575.53394518746,109765.18242240336
1176633900000,111,342080.98416238645,109677.46198027529
1176634200000,111,345776.7484475217,108928.04347466842
1176634500000,111,348060.18680283084,107519.04490418719
1176634800000,111,348534.2822899502,106482.54933796581
1176648900000,097,340013.72153054137,111244.0749467761
1176649200000,097,339746.0176976913,110872.36619199916
1176649500000,097,339261.91914648796,110383.34384793838
1176684600000,097,340201.4862685629,110669.30307595783
1176684900000,097,340702.340165824,110762.84801424725
1176687600000,142,335795.9850240753,108070.03893131948
1176687900000,142,336954.6322512019,108464.75775529878
1176688200000,142,338324.9585827882,109053.5348918836
1176688500000,142,340152.523046495,109643.1327529222
1176688800000,142,340688.56608389487,110749.56639800857
1176693900000,097,340691.1061284611,110683.39591281346
1176694200000,097,340473.32027032773,111282.90050866669
1176695400000,097,340317.15168913954,111382.14198069414
1176695700000,097,340540.6675144046,110977.73662248367
1176699000000,163,340779.2145777127,110753.7053202804
1176699300000,163,340675.0754754739,110851.18620597149
1176699600000,163,340644.4952176791,110732.24132989353
1176699900000,163,340811.6131111688,110715.89904521483
1176715800000,097,340394.2297091415,111343.8134264368
1176716700000,097,340285.87888943066,111421.98682941332
1176717000000,097,340123.8893103302,111299.301760346
1176717600000,097,340279.0876699326,111109.80707285681
1176717900000,097,340647.7466093609,110723.59715552405
1176728100000,076,340836.0352366231,110797.7508662211
1176728400000,076,340748.3420238197,111611.01820470701
1176728400000,161,340575.799439112,110654.74183556429
1176728700000,161,340039.4115018506,109717.18327907051
1176729000000,076,349787.3762536991,111916.18650338946
1176729000000,161,339758.24549366295,108016.77457583326
1176729300000,076,353860.752377174,108280.359501947
1176729300000,128,341096.99869793066,110704.77955255026
1176729300000,161,339989.6383556341,105886.53864782205
1176729600000,076,354206.13140344154,102985.30342635352
1176729600000,161,340004.16120001144,105523.75005872009
1176729900000,076,357160.2764323207,103148.15766266736
1176729900000,161,339740.39557240595,105322.72707369027
1176730200000,076,362003.18693128426,103308.46368191701
1176730500000,076,364364.63104601775,102962.3179935989
1176730800000,076,366104.70915014093,102746.55865260356
1176730800000,128,340469.33914984507,121174.70852052569
1176731100000,076,368551.9557614837,102624.9237578452
1176731100000,128,340412.3184041599,121399.4505741894
1176731400000,076,368743.6815801766,102897.96907771709
1176731400000,128,340337.7560560113,121765.66322442486
1176731700000,076,368692.54090902343,102881.90758831037
1176731700000,128,340193.7213686555,121947.32793582973
1176732000000,076,368618.88152832567,102815.49950712352
1176732300000,076,368549.5479857149,102193.33741756318
1176732600000,076,367959.894036038,101540.12739394266
1176734400000,111,340774.79485025775,110688.10031355896
1176734700000,111,341303.4315767554,110668.40954529576
1176735000000,111,343847.42280461703,109627.42426328726
1176735300000,111,344611.20146388153,107732.3538384675
1176735600000,111,348426.6900552517,107364.85460590594
1176735900000,097,340262.55596414406,110674.47893504231
1176735900000,111,348511.95319973055,106157.83367718202
1176736200000,097,339298.9265428024,110333.82092227595
1176736200000,111,348485.5797931386,106121.69532602449
1176736500000,097,339287.56554971135,109960.391293629
1176767400000,076,367451.0919864637,101625.25047983225
1176767700000,076,366886.63937751966,102512.6257069292
1176768000000,076,365625.7987978758,103272.94308034657
1176768300000,076,365484.4011892154,104357.86580212228
1176768600000,076,364241.3332800388,104972.47516749694
1176768900000,076,362820.41298914066,105017.1590546811
1176769200000,076,361175.0600662587,104881.87189393758
1176769500000,076,356811.40952067985,104810.5218160034
1176769800000,076,356308.6667588573,104752.60779170782
1176770100000,076,355820.3360069436,104752.37613560996
1176770400000,076,355523.95359396626,104743.80486001384
1176770400000,097,339281.73224910663,110509.03015044014
1176770700000,076,355203.7836043106,104742.87823563203
1176770700000,097,340003.9204488165,110636.2975977306
1176771000000,076,354335.1123252913,104911.5238743741
1176771000000,097,340725.47390229115,110678.60241357234
1176771300000,076,354054.6407263546,106996.73762375656
1176771600000,076,353880.0610716128,108267.22791061108
1176771900000,076,350835.0180292479,111252.87787846988
1176772200000,076,350434.56766036636,111585.86697129924
1176772500000,076,349739.28440970724,111955.41360250996
1176773400000,161,339984.63470951497,105435.2519788697
1176773700000,076,342730.9948968046,111848.85179780737
1176773700000,161,340031.35114214924,105800.15666314094
1176774000000,076,342255.7817014014,111185.0798606979
1176774000000,161,340078.58964568464,105774.52005505127
1176774300000,076,340943.2537852495,110703.38961596994
1176774300000,161,339959.3383611358,106513.34856764649
1176774600000,161,339753.02496997034,108550.56317369561
1176774900000,161,339638.61354934843,109500.16784723768
1176775500000,111,348271.82668731024,109897.17491866573
1176775800000,111,347977.86951344425,109944.02092942555
1176780300000,097,340513.16235918377,111217.66615170386
1176780600000,097,340381.9951213833,111365.97753302779
1176781800000,097,340212.54795054806,111211.64309317354
1176782100000,097,340462.53956035106,110944.43388129552
1176803400000,097,340487.8053130274,111139.01890671015
1176803700000,097,340768.5769193711,110808.03198443686
1176808500000,142,340175.1520486112,111747.78796447814
1176808800000,142,339321.1651509043,111711.09363868376
1176809100000,142,337891.92478605744,111553.93814236275
1176809400000,142,335533.35592936864,108635.88000831874
1176809700000,142,335199.4974358126,107776.44056771595
1176810000000,142,335312.53948668373,107695.10353804089
1176814800000,161,340605.4015518107,110552.81315280558
1176816300000,161,339969.21904792095,105562.27894506913
1176816600000,161,339771.5396561528,105321.2154040977
1176816900000,076,340663.79335445334,111170.7686618049
1176816900000,161,339619.82471881236,105368.34969800749
1176817200000,076,341524.7631086877,111771.32422395273
1176817500000,076,349799.44992737536,111909.39125786997
1176817800000,076,353541.2897882125,108725.50985827905
1176818100000,076,354213.3167505811,102999.66610437795
1176818700000,076,365221.90751200425,102894.98328802097
1176819000000,076,367374.0400797586,101877.58714859038
1176819300000,076,367961.1901742743,101556.77293750671
1176821100000,111,344659.2958538527,107683.21185838543
1176821400000,111,348513.6550763251,106699.6441947469
1176822900000,097,340582.29425021727,110692.73343550068
1176823200000,097,340113.8863920611,110669.93847553998
1176823500000,097,339290.7074389052,110230.27658673763
1176852300000,076,365208.3546900999,97648.43599917275
1176852600000,076,357826.0785626563,98951.47580622465
1176852900000,076,357369.60236073897,101250.12203980352
1176857100000,111,348473.5930794428,107671.01130393479
1176857400000,111,348411.73135376594,109422.94914817665
1176857700000,111,348345.7069704204,109856.20964176941
1176858000000,111,347576.26797704515,109852.74842713808
1176858300000,111,345305.381153225,109755.38667886847
1176858600000,111,344393.7346991078,109739.23693952491
1176858900000,111,342930.9982432031,109776.83141472307
1176859200000,111,342154.25608273793,110662.56666373581
1176859500000,111,341409.2269386496,110696.5723079703
1176859800000,111,340895.98308286985,110684.70269079735
1176860400000,142,339036.9958387888,109371.83036940139
1176860700000,097,339245.0691597205,110345.74348941146
1176861000000,097,339703.6989132393,110633.32651635665
1176861300000,097,340685.53306971997,110681.61394283504
1176889500000,076,357477.23460137984,100545.26975479521
1176889800000,076,357755.02855807636,98887.22984860842
1176890100000,076,364779.33884536946,98092.8038726896
1176890400000,076,365848.6084701974,97425.32543802823
1176890700000,076,367263.06137008086,99413.96433445386
1176891000000,076,368483.5452250172,101128.5798074866
1176891300000,076,368659.0082104619,101922.92856470338
1176891600000,076,368999.1059407571,102589.40315627858
1176894300000,076,368989.0096407487,102722.8370682522
1176894600000,142,339849.71134978026,111726.38294110262
1176894900000,142,339226.800834686,111709.2403899134
1176895200000,142,337713.74275816884,111532.2551316671
1176895500000,142,335600.8764077811,108839.23194234943
1176895800000,142,335342.5666731693,107727.40301673477
1176897000000,128,340806.83263633976,110655.85378483089
1176897300000,128,341871.4149870221,110357.2336318283
1176897600000,097,339294.4739996179,110188.95864284011
1176897600000,128,341714.45813392935,109907.26482867588
1176897900000,097,339378.8928073492,110531.92198476987
1176898200000,097,340374.44470013666,110661.74299761218
1176898500000,097,340837.92006854905,110712.19254766332
1176900300000,076,368887.31248126057,102972.65500344608
1176900600000,076,366883.8658236511,102693.18508781386
1176900900000,076,367907.2695810539,101482.82831128807
1176901200000,076,367828.83596463647,101456.00915398014
1176901500000,076,367419.0354100116,100819.24169905565
1176903300000,111,340855.27006402164,110546.1944071719
1176903600000,111,341590.3152694887,109688.86226820963
1176903900000,111,343343.9625259439,109652.56191978132
1176904200000,111,343746.9088149183,108701.41762417453
1176904500000,111,344199.0130811414,107611.57496814615
1176904800000,111,345324.3213276481,107028.22659640078
1176905100000,111,346440.2290099773,106681.37645679909
1176905100000,128,341658.3400530152,109900.46958315794
1176905400000,076,367431.92941857054,100758.39336419455
1176905400000,111,347769.43391308363,106443.02807237112
1176905400000,128,341797.55936980934,109828.00755596216
1176905700000,111,348299.95020580705,106159.02505139305
1176905700000,128,341572.7216095078,109680.16463474232
1176906000000,128,341256.4154631129,110391.02453453765
1176906300000,128,340635.1118893603,113779.52519080724
1176906600000,128,338836.1490723422,117732.29891649135
1176906900000,128,338072.23737883614,119109.26275810871
1176907200000,128,340085.0025379049,121099.88360113984
1176907500000,128,340406.20030365716,121468.81910150188
1176907800000,128,340315.7059535606,121816.24147230813
1176911700000,076,367426.69028151454,101250.8942267946
1176912000000,076,367980.9791748302,101473.5414757457
1176912300000,076,367878.2990859465,101672.04501146082
1176942000000,076,367437.0001114672,101667.22656463893
1176942300000,076,366073.15426611545,102870.72632068922
1176942600000,076,365537.89512311143,104144.48479705611
1176942900000,076,364120.90083677415,104968.66571167536
1176942900000,111,348499.3672458903,106144.86093573814
1176943200000,111,348492.02089543355,106132.19706909498
1176943500000,076,359621.6293120074,104854.07316227631
1176943500000,111,348541.778081254,106245.45116104574
1176943800000,076,356569.43860793527,104785.03964531336
1176943800000,111,348507.5071476522,107358.01817708272
1176944100000,076,355508.9935564562,104750.29123073621
1176944100000,111,348453.1439662065,108372.69762228229
1176944400000,076,354422.1700017077,104754.92435268124
1176944400000,111,348397.26026632416,109709.83205892183
1176944700000,076,354018.78646996187,107951.22251907908
1176944700000,111,348151.835646867,109883.04904465012
1176945000000,076,353154.1222633854,109269.04124971063
1176945000000,111,346894.1983422699,109843.01887105952
1176945300000,076,352202.59997435374,110117.60856491198
1176945300000,111,345248.8359297289,109780.00841262261
1176945600000,076,351621.92662947363,110600.07099663117
1176945600000,111,344065.2396645589,109752.20968096692
1176945900000,076,350967.73117639445,111147.26995181969
1176945900000,111,342609.377055706,109891.5122140679
1176946200000,076,350242.0487421546,111699.56231296016
1176946200000,111,342135.39302576403,110588.43671263961
1176946500000,076,349557.8334514401,112026.51658060013
1176946500000,111,341551.96544834255,110664.27282927408
1176946800000,076,347669.5541429888,112029.85242840121
1176946800000,111,341344.86744506325,110686.77656443056
1176947100000,111,341001.8515318576,110666.06724475825
1176947400000,076,342452.7204517942,111851.94054576996
1176947400000,128,340335.9610228657,121751.65856036829
1176947700000,076,342156.21770122816,111200.92072524787
1176947700000,128,340412.88742126076,121424.2352309146
1176948000000,076,340971.89360976865,110688.10031355664
1176948000000,128,340099.87696589093,121155.55828316184
1176948300000,076,340892.56382265256,110699.21980621786
1176948300000,128,338762.98800499825,121211.77349607597
1176948600000,128,338903.08171871863,117529.88296669113
1176948900000,076,340894.3210061184,110684.39381600203
1176948900000,128,340328.8615148244,114506.71941940882
1176949200000,128,341017.0479092962,110951.43011711123
1176949500000,076,340901.8000899164,110669.56782578702
1176949500000,128,340917.2358141476,110683.15831681695
1176949800000,076,340913.18908698234,110650.41758841903
1176950100000,076,340912.548816022,110652.42527459205
1176950400000,076,340932.840713658,110624.1632307382
1176950700000,076,340927.87537529157,110654.74183556566
1176951300000,076,340925.0552643077,110652.88858678978
1176951600000,076,340916.26820092177,110662.15483067319
1176962700000,076,340873.2728744262,110698.29318183268
1176975600000,097,340762.39089020353,110699.21980621786
